Agent,RD Nash Regret,RD Expected Utility,RD Max Utility,RD Nash Value
anthropic_3.7_sonnet_circle_5,-67.23051282051279,533.9361538461538,640.9925000000001,624.923
anthropic_3.7_sonnet_circle_6,47.06574999999998,600.7925,653.5702564102563,624.923
anthropic_sonnet_3.7_reasoning_circle_0,37.04410256410256,548.9725641025641,603.96975,624.923
gemini_2.0_flash_circle_2,-32.598717948717876,480.85923076923075,589.799,624.923
gemini_2.0_flash_circle_5,101.30124999999998,571.451,580.0170588235295,624.923
openai_4o_circle_4,30.06342105263161,530.8418421052633,638.7826315789474,624.923
openai_4o_circle_5,-122.50424999999996,564.094,612.51325,624.923
openai_4o_circle_6,-72.02230769230766,539.7764102564104,617.6377500000001,624.923
openai_o3_mini_circle_0,0.0,624.923,686.59825,624.923
