Agent,RD Nash Regret,RD Expected Utility,RD Max Utility,RD Nash Value
anthropic_3.7_sonnet_circle_5,-67.23050165713255,533.9361364678227,640.9925000000001,624.9229762605476
anthropic_3.7_sonnet_circle_6,47.06573827910154,600.7924838675467,653.5702564102563,624.9229762605476
anthropic_sonnet_3.7_reasoning_circle_0,37.044074630295256,548.9725341438836,603.96975,624.9229762605476
gemini_2.0_flash_circle_2,-32.59870358821149,480.85924886768646,589.799,624.9229762605476
gemini_2.0_flash_circle_5,101.30123861666505,571.4509825841656,580.0170588235295,624.9229762605476
openai_4o_circle_4,30.063381362394523,530.8418404651494,638.7826315789474,624.9229762605476
openai_4o_circle_5,-122.50423648682465,564.0939985450376,612.51325,624.9229762605476
openai_4o_circle_6,-72.02231203125427,539.7763960275909,617.6377500000001,624.9229762605476
openai_o3_mini_circle_0,-1.1720898442035832e-05,624.9229822698244,686.59825,624.9229762605476
