,anthropic_3.7_sonnet_circle_5,anthropic_3.7_sonnet_circle_6,anthropic_sonnet_3.7_reasoning_circle_0,gemini_2.0_flash_circle_2,gemini_2.0_flash_circle_5,openai_4o_circle_4,openai_4o_circle_5,openai_4o_circle_6,openai_o3_mini_circle_0
anthropic_3.7_sonnet_circle_5,403.5777777777777,416.616,346.993,451.22675,422.30525,303.14700000000005,369.35425,390.56820512820514,354.87564102564096
anthropic_3.7_sonnet_circle_6,416.616,446.1623232323232,353.13975,409.3556756756758,445.0344999999999,299.46564102564105,345.3169230769231,330.89236842105265,440.20875000000007
anthropic_sonnet_3.7_reasoning_circle_0,346.993,353.13975,407.46950000000004,322.81325000000004,413.6875,274.57574999999997,315.36589743589747,370.41825000000006,341.9866666666667
gemini_2.0_flash_circle_2,451.22675,409.3556756756758,322.81325000000004,389.96494949494956,401.84250000000003,335.0860606060606,394.60115384615386,359.5802631578947,297.82897435897434
gemini_2.0_flash_circle_5,422.30525,445.0344999999999,413.6875,401.84250000000003,597.1150505050506,321.67717948717956,442.92351351351357,482.71558823529404,388.97325
openai_4o_circle_4,303.14700000000005,299.46564102564105,274.57574999999997,335.0860606060606,321.67717948717956,342.1354166666667,343.73078947368424,331.95657894736837,288.11289473684207
openai_4o_circle_5,369.35425,345.3169230769231,315.36589743589747,394.60115384615386,442.92351351351357,343.73078947368424,346.7446391752577,401.42075,407.55125
openai_4o_circle_6,390.56820512820514,330.89236842105265,370.41825000000006,359.5802631578947,482.71558823529404,331.95657894736837,401.42075,338.8165625,350.79153846153855
openai_o3_mini_circle_0,354.87564102564096,440.20875000000007,341.9866666666667,297.82897435897434,388.97325,288.11289473684207,407.55125,350.79153846153855,346.835
