Agent,ME Nash Probability,RD Nash Probability,ME Nash Regret,RD Nash Regret,Probability Difference,Regret Difference
anthropic_3.7_sonnet_circle_5,0.0,2.5028453660314867e-23,,-67.23050165453856,2.5028453660314867e-23,
anthropic_3.7_sonnet_circle_6,0.0,2.490902968958292e-07,,47.0657382763784,2.490902968958292e-07,
anthropic_sonnet_3.7_reasoning_circle_0,0.0,5.05967277866526e-21,,37.044074623804875,5.05967277866526e-21,
gemini_2.0_flash_circle_2,0.0274988628008941,2.11737351573546e-39,-109.24807457835992,-32.598703584874954,0.0274988628008941,76.64937099348496
gemini_2.0_flash_circle_5,0.020782770642498984,3.712600726271039e-16,-76.00636418181446,101.3012386140199,0.020782770642498612,177.30760279583436
openai_4o_circle_4,0.0,3.607622435365676e-24,,30.063381353173213,3.607622435365676e-24,
openai_4o_circle_5,0.0,2.59544106048148e-15,,-122.50423648368462,2.59544106048148e-15,
openai_4o_circle_6,0.0,1.9503789292063645e-22,,-72.0223120322621,1.9503789292063645e-22,
openai_o3_mini_circle_0,0.0,0.9999997509097002,,-1.1723621355486102e-05,0.9999997509097002,
