Agent,RD Nash Regret,RD Expected Utility,RD Max Utility,RD Nash Value
anthropic_3.7_sonnet_circle_5,-67.23050165453856,533.9361364637854,640.9925000000001,624.922976255032
anthropic_3.7_sonnet_circle_6,47.0657382763784,600.7924838637986,653.5702564102563,624.922976255032
anthropic_sonnet_3.7_reasoning_circle_0,37.044074623804875,548.972534136923,603.96975,624.922976255032
gemini_2.0_flash_circle_2,-32.598703584874954,480.85924887189157,589.799,624.922976255032
gemini_2.0_flash_circle_5,101.3012386140199,571.450982580119,580.0170588235295,624.922976255032
openai_4o_circle_4,30.063381353173213,530.8418404647686,638.7826315789474,624.922976255032
openai_4o_circle_5,-122.50423648368462,564.0939985446996,612.51325,624.922976255032
openai_4o_circle_6,-72.0223120322621,539.7763960242852,617.6377500000001,624.922976255032
openai_o3_mini_circle_0,-1.1723621355486102e-05,624.9229822657052,686.59825,624.922976255032
