Agent,Nash Probability,RD Nash Probability
openai_o3_mini_2025-01-31_circle_0,0.5243346768898106,0.560765092393705
anthropic_3.7_sonnet_2025-02-19_circle_6,0.22838720083294445,0.21691314308050444
openai_4o_2024-08-06_circle_5,0.06701511901710298,0.059784728218424066
openai_4o_2024-08-06_circle_4,0.0586387274839607,0.046729727404740004
openai_4o_2024-08-06_circle_6,0.03250423061377316,0.025658176206414612
gemini_2.0_flash_circle_2,0.0274988628008941,0.027113139101388975
anthropic_sonnet_3.7_reasoning_2025-02-19_circle_0,0.02534035296194568,0.028356456133469824
gemini_2.0_flash_circle_5,0.020782770642498984,0.021363978266335296
anthropic_3.7_sonnet_2025-02-19_circle_5,0.015498058757070528,0.013315559195017677
