Agent,RD Nash Regret,RD Expected Utility,RD Max Utility,RD Nash Value
anthropic_3.7_sonnet_circle_5,-67.23050159728211,533.9361363746522,640.9925000000001,624.9229761332723
anthropic_3.7_sonnet_circle_6,47.06573821626171,600.792483781055,653.5702564102563,624.9229761332723
anthropic_sonnet_3.7_reasoning_circle_0,37.04407448053354,548.9725339832662,603.96975,624.9229761332723
gemini_2.0_flash_circle_2,-32.59870351122038,480.85924896471784,589.799,624.9229761332723
gemini_2.0_flash_circle_5,101.30123855563511,571.4509824907938,580.0170588235295,624.9229761332723
openai_4o_circle_4,30.0633811496038,530.8418404563564,638.7826315789474,624.9229761332723
openai_4o_circle_5,-122.5042364143759,564.0939985372369,612.51325,624.9229761332723
openai_4o_circle_6,-72.02231205451676,539.7763959513056,617.6377500000001,624.9229761332723
openai_o3_mini_circle_0,-1.1783738045778591e-05,624.922982174767,686.59825,624.9229761332723
