Agent,RD Nash Regret,RD Expected Utility,RD Max Utility,RD Nash Value
anthropic_3.7_sonnet_circle_5,89.20479288370927,546.2932241281642,665.6124315789473,640.9443246480757
anthropic_3.7_sonnet_circle_6,-58.018491493105785,555.2395477742424,717.304041025641,640.9443246480757
anthropic_sonnet_3.7_reasoning_circle_0,-169.08945190475782,479.91556332018257,647.5188599999999,640.9443246480757
gemini_2.0_flash_circle_2,7.1727912427377305e-06,640.9443309104338,649.005035897436,640.9443246480757
gemini_2.0_flash_circle_5,-79.44671654580804,534.727432807973,652.2339794871795,640.9443246480757
openai_4o_circle_4,-46.540192827230385,600.312363062244,636.92351,640.9443246480757
openai_4o_circle_5,28.494277272915838,547.3603854677679,639.3274399999999,640.9443246480757
openai_4o_circle_6,-0.8557487954941507,507.79888657673774,716.9429333333334,640.9443246480757
openai_o3_mini_circle_0,-27.58236354505982,530.9034694970793,665.2442105263158,640.9443246480757
