Agent,Nash Probability,RD Nash Probability
openai_4o_2024-08-06_circle_6,0.34934780789466374,0.42794693023406255
gemini_2.0_flash_circle_2,0.33641146155801893,0.3443643506305247
gemini_2.0_flash_circle_5,0.2061754256348899,0.22768871913540908
openai_o3_mini_2025-01-31_circle_0,0.10711813415367001,0.0
anthropic_sonnet_3.7_reasoning_2025-02-19_circle_0,0.000947170758731513,0.0
openai_4o_2024-08-06_circle_4,5.683852423761726e-15,0.0
anthropic_3.7_sonnet_2025-02-19_circle_6,5.679385092016429e-15,0.0
openai_4o_2024-08-06_circle_5,5.61944889779398e-15,0.0
anthropic_3.7_sonnet_2025-02-19_circle_5,5.51174743988882e-15,0.0
